id_client,region,age,genre,niveau_education,activite,revenu_mensuel_ghs,montant_credit_ghs,duree_mois,historique_remboursement,zone_rurale,nbr_dependants,garantie_type,defaut_paiement
GH004185,Greater Accra,38,F,Secondaire,Services,200,2900,24,Mauvais,0,6,Bien immobilier,0
GH004186,Western,31,F,Aucun,Pêche,430,3000,12,Mauvais,1,3,Épargne,0
GH004187,Ashanti,35,F,Superieur,Agriculture,680,5100,12,Bon,0,7,Bien immobilier,0
GH004188,Volta,62,M,Primaire,Agriculture,1650,4300,24,Bon,0,6,Bien immobilier,0
GH004189,Ashanti,29,F,Primaire,Agriculture,920,2800,18,Moyen,0,1,Bien immobilier,0
GH004190,Central,44,F,Primaire,Commerce,850,700,6,Bon,1,5,Aucune,0
GH004191,Eastern,39,F,Secondaire,Services,270,16400,24,Excellent,1,1,Garant,0
GH004192,Northern,50,F,Secondaire,Artisanat,260,500,12,Excellent,1,1,Épargne,0
GH004193,Ashanti,23,M,Secondaire,Commerce,860,4200,12,Excellent,0,2,Épargne,0
GH004194,Eastern,63,F,Secondaire,Restauration,220,2700,18,Bon,1,4,Garant,0
GH004195,Ashanti,42,F,Aucun,Artisanat,430,600,18,Excellent,1,6,Épargne,0
GH004196,Western,21,F,Primaire,Pêche,990,1600,12,Excellent,0,6,Bien immobilier,0
GH004197,Central,41,F,Secondaire,Services,300,1700,12,Bon,1,5,Garant,0
GH004198,Eastern,56,F,Secondaire,Commerce,2400,5900,36,Excellent,1,5,Bien immobilier,0
GH004199,Greater Accra,27,M,Primaire,Agriculture,1770,1000,36,Excellent,0,5,Épargne,0
GH004200,Greater Accra,26,F,Primaire,Agriculture,200,1400,6,Premier,1,0,Aucune,0
GH004201,Ashanti,33,M,Aucun,Agriculture,320,500,12,Moyen,0,4,Bien immobilier,0
GH004202,Volta,22,F,Primaire,Commerce,200,8600,6,Bon,0,1,Garant,0
GH004203,Western,35,M,Aucun,Services,360,700,24,Mauvais,0,5,Bien immobilier,0
GH004204,Northern,38,M,Primaire,Commerce,1230,2400,24,Bon,0,2,Aucune,0
GH004205,Volta,37,M,Secondaire,Agriculture,480,1700,12,Bon,1,6,Garant,0
GH004206,Eastern,35,M,Primaire,Agriculture,960,1700,24,Bon,1,6,Aucune,0
GH004207,Central,27,M,Secondaire,Agriculture,200,3700,18,Moyen,0,1,Garant,0
GH004208,Western,52,F,Secondaire,Restauration,1260,8100,12,Bon,1,6,Épargne,0
GH004209,Ashanti,31,M,Aucun,Commerce,430,2300,12,Excellent,1,3,Aucune,0
GH004210,Western,30,F,Secondaire,Agriculture,670,3300,12,Moyen,0,4,Garant,0
GH004211,Central,24,M,Primaire,Pêche,620,2400,12,Moyen,0,6,Garant,0
GH004212,Western,46,M,Secondaire,Agriculture,240,4500,18,Bon,1,0,Épargne,0
GH004213,Eastern,31,M,Aucun,Services,260,1200,12,Moyen,1,2,Épargne,0
GH004214,Ashanti,36,M,Primaire,Commerce,1440,4800,12,Bon,1,4,Garant,0
GH004215,Central,25,M,Secondaire,Pêche,920,4900,6,Moyen,0,1,Épargne,1
GH004216,Ashanti,52,F,Aucun,Services,1540,4800,18,Bon,0,7,Aucune,0
GH004217,Northern,24,M,Primaire,Transport,860,1000,36,Excellent,1,0,Bien immobilier,0
GH004218,Eastern,47,F,Primaire,Transport,750,1600,24,Mauvais,1,2,Garant,0
GH004219,Central,33,M,Primaire,Transport,200,2200,18,Mauvais,1,5,Garant,0
GH004220,Northern,24,F,Superieur,Services,540,500,18,Premier,0,7,Bien immobilier,0
GH004221,Northern,52,M,Primaire,Commerce,650,7600,12,Bon,0,1,Épargne,0
GH004222,Northern,60,F,Primaire,Commerce,3170,1800,12,Moyen,0,1,Bien immobilier,0
GH004223,Central,38,M,Primaire,Services,1150,2300,12,Mauvais,0,4,Garant,0
GH004224,Ashanti,41,M,Primaire,Commerce,2270,1100,6,Excellent,0,7,Épargne,0
GH004225,Western,24,F,Secondaire,Artisanat,1070,500,18,Premier,1,1,Aucune,0
GH004226,Western,21,F,Primaire,Services,380,1000,12,Bon,0,6,Garant,0
GH004227,Northern,49,M,Secondaire,Pêche,730,2200,18,Excellent,0,1,Garant,0
GH004228,Greater Accra,58,M,Secondaire,Restauration,800,3300,12,Excellent,1,2,Aucune,0
GH004229,Greater Accra,23,F,Aucun,Restauration,310,2100,12,Bon,0,1,Épargne,0
GH004230,Central,52,M,Secondaire,Artisanat,490,2500,36,Excellent,0,3,Garant,0
GH004231,Ashanti,32,F,Secondaire,Commerce,560,1300,6,Excellent,0,7,Garant,0
GH004232,Central,39,F,Primaire,Restauration,2400,2800,12,Moyen,1,3,Bien immobilier,0
GH004233,Ashanti,26,F,Aucun,Pêche,200,6900,6,Bon,0,0,Aucune,0
GH004234,Eastern,34,M,Primaire,Services,1750,3400,6,Mauvais,1,5,Garant,0
GH004235,Greater Accra,42,F,Primaire,Agriculture,310,3700,18,Bon,1,3,Aucune,0
GH004236,Central,33,M,Primaire,Services,220,2400,18,Bon,1,6,Aucune,1
GH004237,Volta,42,M,Secondaire,Pêche,1710,500,12,Excellent,0,6,Épargne,0
GH004238,Eastern,38,F,Secondaire,Commerce,1190,700,24,Bon,1,5,Garant,0
GH004239,Western,48,F,Superieur,Pêche,1810,2700,18,Bon,1,3,Garant,0
GH004240,Greater Accra,39,M,Secondaire,Transport,1260,1800,12,Bon,1,4,Aucune,0
GH004241,Ashanti,48,M,Secondaire,Commerce,3460,2700,12,Bon,1,3,Épargne,0
GH004242,Northern,43,F,Secondaire,Pêche,1040,8200,18,Mauvais,1,1,Bien immobilier,0
GH004243,Western,37,M,Superieur,Artisanat,590,3500,18,Excellent,0,4,Bien immobilier,0
GH004244,Western,29,F,Primaire,Services,880,5600,6,Bon,0,6,Bien immobilier,0
GH004245,Eastern,60,F,Primaire,Pêche,1800,2000,12,Excellent,0,3,Épargne,0
GH004246,Volta,27,F,Aucun,Services,360,900,12,Excellent,0,7,Bien immobilier,0
GH004247,Central,45,M,Primaire,Transport,390,1700,12,Bon,1,6,Épargne,0
GH004248,Northern,48,F,Aucun,Restauration,520,900,12,Bon,0,1,Bien immobilier,0
GH004249,Central,29,F,Primaire,Agriculture,200,7400,36,Bon,0,0,Épargne,0
GH004250,Eastern,36,M,Primaire,Artisanat,740,3700,18,Mauvais,0,6,Épargne,0
GH004251,Western,21,F,Superieur,Pêche,200,2900,18,Mauvais,1,4,Épargne,0
GH004252,Greater Accra,25,M,Superieur,Commerce,690,5500,12,Bon,1,1,Bien immobilier,0
GH004253,Western,24,M,Secondaire,Artisanat,1330,500,6,Bon,1,4,Garant,0
GH004254,Eastern,47,F,Primaire,Restauration,450,3100,6,Mauvais,1,0,Bien immobilier,0
GH004255,Western,60,F,Superieur,Agriculture,2540,600,18,Moyen,1,7,Bien immobilier,0
GH004256,Northern,24,M,Superieur,Transport,210,1800,12,Moyen,1,6,Épargne,0
GH004257,Western,37,F,Superieur,Agriculture,1730,1400,12,Excellent,0,0,Aucune,0
GH004258,Western,45,F,Secondaire,Pêche,1140,3300,6,Moyen,1,4,Garant,0
GH004259,Western,39,F,Primaire,Transport,200,2200,24,Mauvais,1,6,Aucune,0
GH004260,Greater Accra,60,M,Aucun,Restauration,5820,6100,18,Moyen,1,6,Épargne,0
GH004261,Ashanti,46,M,Superieur,Restauration,630,1100,6,Moyen,0,1,Épargne,0
GH004262,Ashanti,31,M,Aucun,Agriculture,330,3400,18,Moyen,1,2,Aucune,0
GH004263,Central,26,F,Primaire,Agriculture,220,2100,18,Bon,1,4,Épargne,0
GH004264,Ashanti,22,M,Primaire,Restauration,560,500,12,Mauvais,1,7,Bien immobilier,0
GH004265,Ashanti,29,M,Aucun,Services,600,800,12,Moyen,1,5,Garant,0
GH004266,Ashanti,53,F,Superieur,Agriculture,720,1600,24,Premier,0,6,Bien immobilier,1
GH004267,Volta,44,F,Primaire,Commerce,520,4900,12,Premier,0,2,Garant,0
GH004268,Western,54,F,Aucun,Agriculture,1100,2700,24,Bon,0,6,Bien immobilier,0
GH004269,Volta,35,F,Superieur,Commerce,490,600,6,Excellent,1,5,Bien immobilier,0
GH004270,Western,21,F,Primaire,Transport,200,1600,12,Excellent,0,1,Épargne,0
GH004271,Northern,43,F,Superieur,Agriculture,590,11100,12,Premier,1,6,Bien immobilier,0
GH004272,Greater Accra,29,F,Primaire,Artisanat,200,2000,18,Bon,1,5,Aucune,1
GH004273,Volta,57,F,Secondaire,Artisanat,880,1300,36,Bon,1,3,Garant,0
GH004274,Western,41,F,Primaire,Services,300,2800,12,Bon,0,4,Épargne,0
GH004275,Western,45,M,Secondaire,Services,760,3600,6,Bon,0,7,Garant,0
GH004276,Ashanti,62,M,Primaire,Transport,1900,1200,12,Bon,1,0,Garant,0
GH004277,Greater Accra,58,F,Superieur,Transport,310,2800,24,Moyen,1,5,Garant,0
GH004278,Greater Accra,46,F,Aucun,Services,1550,1300,18,Bon,0,6,Épargne,0
GH004279,Ashanti,48,F,Primaire,Artisanat,470,3500,12,Moyen,1,5,Aucune,0
GH004280,Volta,57,F,Superieur,Transport,2700,2100,36,Moyen,0,7,Aucune,0
GH004281,Ashanti,39,F,Primaire,Commerce,500,2800,18,Bon,0,3,Bien immobilier,0
GH004282,Greater Accra,46,M,Secondaire,Services,340,900,12,Bon,0,1,Aucune,0
GH004283,Eastern,60,F,Secondaire,Commerce,1150,900,18,Mauvais,0,6,Garant,1
GH004284,Ashanti,39,M,Aucun,Pêche,470,4200,12,Bon,0,6,Aucune,0
GH004285,Ashanti,63,M,Aucun,Pêche,340,1700,24,Bon,1,0,Épargne,0
GH004286,Greater Accra,38,F,Superieur,Agriculture,450,2300,12,Moyen,0,7,Garant,0
GH004287,Volta,39,F,Primaire,Commerce,640,1400,24,Premier,0,4,Épargne,0
GH004288,Eastern,54,F,Primaire,Services,1950,4100,24,Bon,0,1,Garant,0
GH004289,Northern,21,M,Secondaire,Artisanat,200,1000,18,Moyen,1,4,Garant,0
GH004290,Eastern,49,F,Primaire,Artisanat,680,1600,12,Bon,0,6,Épargne,0
GH004291,Central,53,M,Secondaire,Services,1100,3700,36,Excellent,1,3,Garant,0
GH004292,Eastern,41,F,Primaire,Artisanat,780,5200,12,Excellent,0,6,Garant,0
GH004293,Ashanti,22,F,Superieur,Agriculture,1900,1100,24,Excellent,0,4,Garant,0
GH004294,Western,25,F,Primaire,Commerce,630,10500,12,Excellent,0,5,Aucune,0
GH004295,Greater Accra,34,M,Primaire,Transport,570,2400,36,Bon,1,0,Garant,1
GH004296,Northern,46,M,Secondaire,Agriculture,1070,700,24,Excellent,0,6,Épargne,0
GH004297,Ashanti,29,F,Primaire,Transport,720,2500,24,Mauvais,0,7,Aucune,0
GH004298,Northern,28,F,Primaire,Restauration,490,1300,12,Premier,0,4,Garant,0
GH004299,Greater Accra,52,F,Secondaire,Restauration,1010,2700,12,Bon,1,3,Épargne,0
GH004300,Northern,51,F,Secondaire,Pêche,390,1700,6,Bon,1,3,Bien immobilier,0
GH004301,Eastern,25,F,Primaire,Transport,410,1900,6,Bon,1,0,Aucune,0
GH004302,Greater Accra,60,F,Primaire,Commerce,440,800,12,Moyen,0,2,Garant,0
GH004303,Ashanti,55,M,Secondaire,Transport,1960,4400,36,Moyen,1,5,Épargne,0
GH004304,Western,21,M,Primaire,Transport,200,600,18,Bon,0,2,Épargne,0
GH004305,Ashanti,48,F,Superieur,Artisanat,910,700,12,Bon,1,4,Épargne,0
GH004306,Volta,23,M,Primaire,Commerce,680,2500,36,Moyen,1,3,Aucune,0
GH004307,Central,20,M,Secondaire,Services,200,7700,18,Bon,1,6,Épargne,0
GH004308,Greater Accra,38,M,Primaire,Transport,850,1300,24,Moyen,1,1,Épargne,0
GH004309,Ashanti,45,M,Primaire,Transport,970,3400,24,Premier,0,7,Garant,0
GH004310,Eastern,44,F,Primaire,Transport,1070,4800,18,Moyen,0,1,Épargne,0
GH004311,Eastern,29,M,Primaire,Pêche,200,3800,12,Bon,0,3,Bien immobilier,0
GH004312,Volta,34,M,Aucun,Services,1980,1400,36,Moyen,1,1,Garant,0
GH004313,Northern,41,F,Primaire,Artisanat,370,700,12,Bon,0,5,Aucune,0
GH004314,Ashanti,40,F,Superieur,Agriculture,1150,500,18,Moyen,0,0,Bien immobilier,0
GH004315,Northern,41,F,Aucun,Artisanat,1200,1400,24,Mauvais,0,4,Aucune,0
GH004316,Central,55,M,Superieur,Transport,330,5200,12,Excellent,1,3,Épargne,0
GH004317,Greater Accra,53,M,Aucun,Transport,1130,700,18,Excellent,0,4,Épargne,0
GH004318,Central,49,M,Secondaire,Services,490,3400,12,Bon,0,0,Bien immobilier,0
GH004319,Western,44,M,Superieur,Restauration,200,800,12,Excellent,0,1,Épargne,0
GH004320,Volta,64,M,Superieur,Agriculture,1690,2000,6,Moyen,0,3,Épargne,0
GH004321,Northern,47,F,Aucun,Transport,360,3400,24,Moyen,0,5,Bien immobilier,0
GH004322,Ashanti,20,F,Secondaire,Services,340,1000,6,Bon,0,0,Bien immobilier,0
GH004323,Northern,64,F,Aucun,Artisanat,480,2100,24,Bon,0,0,Garant,1
GH004324,Central,23,F,Primaire,Services,830,1200,18,Bon,0,6,Garant,0
GH004325,Volta,26,F,Secondaire,Agriculture,640,3400,18,Excellent,1,5,Garant,1
GH004326,Western,28,F,Primaire,Restauration,1030,2200,24,Moyen,1,4,Bien immobilier,0
GH004327,Central,55,F,Primaire,Restauration,230,1900,12,Bon,0,7,Bien immobilier,0
GH004328,Western,38,F,Aucun,Commerce,370,7400,12,Moyen,0,3,Épargne,0
GH004329,Volta,20,M,Aucun,Transport,610,3300,6,Moyen,0,4,Épargne,0
GH004330,Eastern,29,M,Aucun,Services,3040,1000,18,Moyen,0,4,Garant,0
GH004331,Eastern,55,F,Superieur,Restauration,610,1700,18,Excellent,0,0,Garant,1
GH004332,Ashanti,28,M,Aucun,Restauration,1580,1700,12,Moyen,1,7,Aucune,0
GH004333,Central,64,F,Secondaire,Restauration,690,1900,18,Moyen,1,4,Bien immobilier,0
GH004334,Eastern,61,F,Secondaire,Transport,450,17500,12,Moyen,1,1,Épargne,1
GH004335,Northern,51,F,Secondaire,Services,550,2500,24,Bon,0,6,Épargne,0
GH004336,Volta,51,M,Secondaire,Pêche,580,500,18,Excellent,0,6,Bien immobilier,0
GH004337,Greater Accra,25,F,Secondaire,Services,1080,1100,24,Mauvais,1,6,Garant,0
GH004338,Volta,57,F,Primaire,Services,2000,500,12,Bon,0,1,Bien immobilier,0
GH004339,Northern,36,F,Primaire,Services,890,1300,24,Bon,0,0,Garant,0
GH004340,Eastern,29,M,Superieur,Restauration,1720,500,12,Bon,0,6,Bien immobilier,0
GH004341,Eastern,46,F,Superieur,Services,310,800,18,Bon,1,7,Aucune,0
GH004342,Central,54,F,Secondaire,Commerce,480,500,12,Excellent,1,4,Bien immobilier,0
GH004343,Western,40,F,Primaire,Agriculture,370,2600,12,Bon,0,7,Épargne,0
GH004344,Greater Accra,44,F,Primaire,Pêche,860,1800,24,Excellent,1,6,Bien immobilier,0
GH004345,Greater Accra,47,F,Primaire,Agriculture,500,2400,12,Bon,1,1,Bien immobilier,1
GH004346,Western,34,M,Secondaire,Agriculture,1190,1600,6,Premier,0,2,Garant,0
GH004347,Central,23,F,Secondaire,Services,320,500,24,Bon,0,2,Garant,0
GH004348,Eastern,48,M,Secondaire,Services,690,2900,18,Moyen,1,4,Garant,0
GH004349,Western,28,F,Secondaire,Commerce,1150,10200,12,Bon,0,0,Épargne,0
GH004350,Volta,46,M,Aucun,Services,200,2600,12,Mauvais,0,6,Aucune,0
GH004351,Volta,45,F,Secondaire,Pêche,3630,1200,12,Bon,1,1,Épargne,0
GH004352,Volta,38,F,Primaire,Transport,530,500,18,Bon,0,3,Épargne,0
GH004353,Greater Accra,47,F,Secondaire,Artisanat,200,800,24,Moyen,1,3,Aucune,0
GH004354,Greater Accra,36,F,Aucun,Restauration,750,2700,12,Bon,0,1,Aucune,0
GH004355,Volta,62,F,Aucun,Agriculture,680,4700,18,Bon,1,4,Garant,1
GH004356,Volta,60,M,Aucun,Agriculture,620,2300,24,Excellent,1,6,Épargne,0
GH004357,Volta,61,F,Superieur,Commerce,1470,3700,24,Excellent,0,2,Épargne,0
GH004358,Eastern,39,F,Secondaire,Transport,1210,3400,12,Moyen,0,2,Garant,0
GH004359,Eastern,64,F,Primaire,Commerce,840,2900,12,Premier,0,7,Garant,0
GH004360,Ashanti,59,F,Secondaire,Commerce,950,1000,18,Excellent,0,1,Bien immobilier,0
GH004361,Northern,58,M,Secondaire,Pêche,610,2100,24,Bon,1,5,Garant,0
GH004362,Western,42,F,Secondaire,Services,2750,800,18,Excellent,1,6,Bien immobilier,0
GH004363,Eastern,51,F,Primaire,Transport,200,1800,18,Bon,1,2,Garant,0
GH004364,Ashanti,52,M,Aucun,Services,740,2400,36,Bon,1,1,Garant,0
GH004365,Central,24,M,Primaire,Services,700,8200,12,Moyen,1,7,Aucune,0
GH004366,Volta,62,F,Aucun,Restauration,1270,600,24,Excellent,1,0,Garant,0
GH004367,Greater Accra,53,M,Secondaire,Pêche,340,2800,24,Moyen,1,2,Épargne,0
GH004368,Western,59,F,Primaire,Commerce,200,6900,24,Excellent,0,5,Bien immobilier,0
GH004369,Northern,30,F,Primaire,Services,750,3600,36,Moyen,1,7,Garant,0
GH004370,Central,22,F,Primaire,Commerce,830,3800,12,Moyen,1,4,Bien immobilier,0
GH004371,Western,52,F,Aucun,Transport,2190,3100,12,Bon,0,5,Aucune,0
GH004372,Western,30,F,Superieur,Transport,240,5800,12,Moyen,1,2,Épargne,0
GH004373,Eastern,35,M,Superieur,Services,1680,700,24,Excellent,0,1,Aucune,0
GH004374,Ashanti,37,F,Aucun,Agriculture,4420,500,24,Excellent,0,3,Épargne,0
GH004375,Western,49,F,Secondaire,Pêche,490,1800,12,Excellent,0,2,Épargne,0
GH004376,Northern,29,M,Primaire,Services,240,500,6,Bon,0,5,Épargne,0
GH004377,Central,37,F,Secondaire,Pêche,480,5500,12,Excellent,0,1,Garant,0
GH004378,Northern,57,F,Primaire,Transport,670,5400,12,Bon,1,2,Garant,0
GH004379,Western,38,M,Aucun,Restauration,1040,1200,6,Excellent,1,2,Bien immobilier,0
GH004380,Northern,55,F,Superieur,Pêche,410,1300,18,Excellent,1,7,Bien immobilier,0
GH004381,Northern,32,F,Superieur,Transport,2310,1700,12,Premier,1,2,Épargne,0
GH004382,Volta,22,F,Primaire,Restauration,270,1900,18,Moyen,0,3,Épargne,0
GH004383,Ashanti,29,F,Superieur,Artisanat,200,2000,6,Excellent,0,1,Aucune,0
GH004384,Greater Accra,57,F,Secondaire,Transport,1610,3000,24,Moyen,1,6,Garant,0
GH004385,Western,20,F,Primaire,Restauration,200,1500,18,Moyen,1,7,Bien immobilier,0
GH004386,Central,46,M,Primaire,Commerce,560,4200,12,Excellent,1,5,Bien immobilier,1
GH004387,Volta,27,M,Aucun,Artisanat,8060,2700,18,Bon,0,0,Bien immobilier,0
GH004388,Volta,61,F,Secondaire,Services,660,1000,12,Premier,0,5,Garant,0
GH004389,Greater Accra,36,F,Superieur,Agriculture,270,6000,36,Moyen,1,6,Garant,0
GH004390,Northern,28,F,Secondaire,Agriculture,640,500,18,Moyen,1,7,Garant,0
GH004391,Greater Accra,25,M,Secondaire,Agriculture,640,1700,18,Bon,0,4,Garant,0
GH004392,Eastern,62,M,Secondaire,Commerce,760,4300,12,Moyen,0,7,Épargne,0
GH004393,Eastern,44,F,Primaire,Services,1130,900,6,Bon,0,3,Aucune,0
GH004394,Western,58,F,Primaire,Transport,290,2400,18,Moyen,0,4,Bien immobilier,0
GH004395,Volta,47,F,Primaire,Agriculture,2570,2900,6,Moyen,0,4,Garant,1
GH004396,Central,52,F,Secondaire,Restauration,810,800,18,Excellent,1,7,Bien immobilier,0
GH004397,Eastern,56,M,Superieur,Transport,1190,1700,12,Moyen,1,6,Épargne,0
GH004398,Northern,28,M,Primaire,Commerce,400,1600,12,Moyen,1,0,Épargne,1
GH004399,Ashanti,37,M,Primaire,Pêche,1860,1100,6,Excellent,1,2,Bien immobilier,0
GH004400,Ashanti,40,F,Secondaire,Commerce,540,14400,36,Bon,1,0,Épargne,0
GH004401,Northern,21,M,Aucun,Services,830,900,36,Mauvais,0,7,Épargne,0
GH004402,Greater Accra,62,F,Secondaire,Commerce,320,4500,6,Premier,0,4,Garant,0
GH004403,Northern,57,F,Aucun,Pêche,300,1300,12,Moyen,0,3,Garant,0
GH004404,Greater Accra,59,F,Secondaire,Services,1150,700,12,Excellent,1,4,Bien immobilier,0
GH004405,Greater Accra,55,F,Secondaire,Restauration,470,2000,12,Bon,1,4,Bien immobilier,0
GH004406,Ashanti,62,F,Primaire,Artisanat,340,3200,24,Excellent,0,0,Garant,0
GH004407,Eastern,56,F,Secondaire,Pêche,400,4100,18,Moyen,0,1,Garant,0
GH004408,Northern,34,F,Primaire,Commerce,1160,7400,36,Moyen,0,4,Garant,0
GH004409,Eastern,47,F,Primaire,Agriculture,400,25600,24,Mauvais,1,1,Aucune,1
GH004410,Western,37,F,Primaire,Pêche,610,2300,18,Mauvais,0,6,Épargne,0
GH004411,Central,53,F,Superieur,Pêche,670,1000,18,Excellent,1,2,Bien immobilier,0
GH004412,Ashanti,41,F,Aucun,Artisanat,200,2700,24,Excellent,0,4,Garant,0
GH004413,Volta,30,M,Primaire,Services,210,1400,18,Premier,1,6,Garant,0
GH004414,Greater Accra,32,F,Secondaire,Commerce,870,4200,12,Mauvais,0,0,Garant,0
GH004415,Central,23,F,Primaire,Agriculture,370,600,18,Bon,0,5,Garant,0
GH004416,Greater Accra,41,F,Aucun,Agriculture,1550,15200,12,Bon,0,2,Garant,1
GH004417,Central,26,F,Primaire,Artisanat,1440,3900,36,Bon,1,3,Épargne,1
GH004418,Central,62,F,Secondaire,Transport,1180,500,12,Bon,0,4,Bien immobilier,1
GH004419,Eastern,43,M,Superieur,Agriculture,2850,1000,6,Bon,1,0,Bien immobilier,0
GH004420,Volta,23,F,Aucun,Restauration,620,3800,12,Bon,0,6,Épargne,1
GH004421,Western,47,M,Secondaire,Pêche,1120,5200,24,Moyen,1,6,Épargne,0
GH004422,Western,34,M,Aucun,Pêche,420,600,36,Excellent,0,6,Garant,0
GH004423,Greater Accra,20,F,Secondaire,Agriculture,4730,3400,18,Premier,0,4,Bien immobilier,1
GH004424,Ashanti,22,M,Aucun,Agriculture,3250,500,6,Bon,0,7,Bien immobilier,1
GH004425,Western,33,M,Aucun,Agriculture,670,1700,6,Bon,0,0,Bien immobilier,0
GH004426,Ashanti,57,M,Secondaire,Pêche,910,4900,12,Bon,0,0,Garant,0
GH004427,Greater Accra,20,M,Aucun,Agriculture,1970,1100,36,Bon,0,1,Garant,0
GH004428,Ashanti,57,F,Primaire,Restauration,590,500,24,Excellent,1,4,Garant,0
GH004429,Central,57,M,Superieur,Restauration,390,2100,24,Bon,1,0,Bien immobilier,0
GH004430,Central,40,F,Superieur,Pêche,1340,1000,18,Excellent,0,0,Garant,0
GH004431,Greater Accra,48,M,Primaire,Transport,710,3200,24,Bon,1,7,Garant,0
GH004432,Ashanti,24,F,Secondaire,Commerce,770,800,12,Excellent,1,2,Garant,0
GH004433,Volta,29,M,Secondaire,Services,340,900,6,Excellent,1,4,Épargne,0
GH004434,Volta,47,M,Primaire,Commerce,200,500,24,Premier,1,5,Bien immobilier,0
GH004435,Ashanti,40,M,Superieur,Commerce,800,2100,12,Moyen,0,5,Aucune,0
GH004436,Greater Accra,26,F,Secondaire,Restauration,1370,1600,18,Excellent,0,2,Garant,0
GH004437,Volta,22,F,Secondaire,Services,560,600,18,Premier,0,1,Aucune,0
GH004438,Western,64,F,Primaire,Artisanat,2100,2200,12,Excellent,1,1,Épargne,0
GH004439,Eastern,39,F,Primaire,Services,380,4600,12,Excellent,1,7,Épargne,0
GH004440,Western,38,F,Primaire,Commerce,290,1500,12,Excellent,1,0,Épargne,0
GH004441,Northern,54,F,Primaire,Artisanat,630,2300,18,Moyen,1,0,Épargne,0
GH004442,Eastern,23,M,Aucun,Pêche,620,2300,6,Bon,0,0,Garant,0
GH004443,Ashanti,24,F,Aucun,Services,1230,600,12,Excellent,1,4,Garant,0
GH004444,Eastern,20,M,Primaire,Restauration,360,11500,18,Excellent,0,4,Épargne,0
GH004445,Volta,23,F,Primaire,Transport,1990,1200,12,Bon,0,5,Bien immobilier,0
GH004446,Eastern,31,M,Primaire,Commerce,3210,3300,6,Moyen,0,3,Épargne,0
GH004447,Ashanti,46,F,Primaire,Restauration,640,3600,12,Mauvais,0,0,Aucune,0
GH004448,Central,61,F,Primaire,Pêche,1810,1600,12,Bon,1,5,Bien immobilier,0
GH004449,Eastern,42,M,Secondaire,Restauration,290,3100,18,Moyen,0,2,Épargne,0
GH004450,Volta,44,F,Primaire,Agriculture,1570,2300,36,Moyen,1,5,Épargne,0
GH004451,Volta,40,F,Superieur,Commerce,1540,500,6,Moyen,1,3,Garant,0
GH004452,Greater Accra,43,M,Secondaire,Restauration,1330,1300,24,Bon,0,4,Aucune,1
GH004453,Western,44,F,Secondaire,Transport,660,1000,12,Excellent,0,4,Bien immobilier,0
GH004454,Ashanti,64,F,Superieur,Restauration,200,1200,18,Moyen,0,0,Bien immobilier,1
GH004455,Ashanti,51,M,Primaire,Restauration,400,600,24,Moyen,0,7,Épargne,0
GH004456,Eastern,51,F,Primaire,Pêche,400,5000,18,Excellent,0,2,Épargne,0
GH004457,Central,24,M,Primaire,Commerce,300,7600,6,Bon,0,2,Épargne,0
GH004458,Central,55,M,Primaire,Transport,730,4400,6,Bon,0,5,Épargne,0
GH004459,Western,61,F,Aucun,Commerce,480,5700,18,Excellent,0,1,Aucune,0
GH004460,Western,61,F,Secondaire,Agriculture,340,1300,12,Excellent,0,0,Garant,0
GH004461,Volta,58,F,Aucun,Agriculture,290,1000,18,Excellent,1,4,Garant,0
GH004462,Central,35,F,Superieur,Services,380,900,12,Bon,1,0,Garant,0
GH004463,Northern,52,M,Secondaire,Restauration,1630,3200,12,Bon,0,5,Bien immobilier,0
GH004464,Central,40,F,Secondaire,Commerce,390,2200,18,Bon,1,0,Bien immobilier,1
GH004465,Central,28,M,Primaire,Services,440,1700,18,Excellent,0,1,Garant,0
GH004466,Eastern,25,F,Secondaire,Services,460,5800,18,Bon,0,1,Garant,0
GH004467,Volta,64,M,Primaire,Commerce,870,2600,12,Excellent,0,3,Garant,0
GH004468,Greater Accra,54,M,Primaire,Restauration,960,800,12,Bon,1,0,Garant,0
GH004469,Western,58,F,Secondaire,Artisanat,200,1000,12,Bon,0,4,Aucune,0
GH004470,Northern,41,F,Primaire,Commerce,1510,3300,24,Moyen,0,5,Garant,0
GH004471,Northern,60,F,Primaire,Restauration,2100,4600,18,Moyen,1,5,Épargne,1
GH004472,Ashanti,24,M,Secondaire,Restauration,290,3000,36,Excellent,1,1,Bien immobilier,0
GH004473,Central,61,F,Aucun,Services,310,10000,6,Bon,0,3,Épargne,0
GH004474,Central,42,M,Secondaire,Artisanat,460,7900,36,Bon,0,3,Garant,0
GH004475,Greater Accra,36,F,Secondaire,Agriculture,360,2700,18,Moyen,1,5,Épargne,0
GH004476,Volta,31,M,Primaire,Transport,800,900,24,Bon,0,3,Bien immobilier,0
GH004477,Central,42,M,Secondaire,Restauration,200,600,12,Moyen,0,7,Aucune,0
GH004478,Western,35,F,Superieur,Commerce,270,1300,12,Moyen,1,6,Épargne,0
GH004479,Northern,22,M,Primaire,Agriculture,2280,3600,18,Moyen,1,4,Épargne,1
GH004480,Central,49,F,Primaire,Agriculture,320,9400,18,Premier,0,5,Bien immobilier,0
GH004481,Greater Accra,41,F,Secondaire,Agriculture,1800,2600,12,Premier,1,6,Aucune,0
