region,village,superficie_ha,rendement_tonne_ha,type_semence,engrais_npk_kg,acces_irrigation,pluviometrie_mm,type_sol,annee,prix_vente_fcfa
Centrale,Akplogan,2.83,3.11,OPV,0.0,0,808.0,Hydromorphe,2023,292300.0
Savanes,Mango,8.73,2.04,OPV,145.0,1,927.0,Vertisol,2022,222300.0
Savanes,Tohoun,2.73,1.78,Améliorée,118.0,0,1039.0,Ferralitique,2021,193100.0
Maritime,Akplogan,2.09,2.89,Améliorée,80.0,0,927.0,Hydromorphe,2023,289200.0
Maritime,Mango,2.63,2.02,Améliorée,,1,1319.0,Ferralitique,2020,204100.0
Savanes,Mango,7.07,1.82,OPV,,1,1109.0,Vertisol,2021,182500.0
Savanes,Bassar,4.91,1.92,Améliorée,0.0,1,809.0,Vertisol,2022,136300.0
Kara,Akplogan,1.48,3.01,OPV,0.0,0,715.0,Vertisol,2023,290300.0
Centrale,Tohoun,1.18,2.1,Améliorée,193.0,0,911.0,Ferrugineux,2020,171600.0
Maritime,Tohoun,1.26,2.64,Améliorée,114.0,0,1205.0,Hydromorphe,2021,256000.0
Centrale,Akplogan,2.26,1.49,Traditionnelle,0.0,0,706.0,Vertisol,2020,121100.0
Centrale,Akplogan,3.91,3.28,Hybride,80.0,1,868.0,Ferralitique,2022,265100.0
Savanes,Tsévié,2.25,1.67,OPV,0.0,0,972.0,Ferrugineux,2020,190500.0
Kara,Dévé,0.68,2.45,Traditionnelle,0.0,0,965.0,Ferrugineux,2019,264200.0
Plateaux,Bassar,3.71,3.36,Améliorée,0.0,0,1084.0,Hydromorphe,2021,319300.0
Kara,Akplogan,4.6,2.54,OPV,0.0,0,952.0,Hydromorphe,2020,246800.0
Kara,Akplogan,1.35,3.06,Améliorée,142.0,0,809.0,Hydromorphe,2022,281600.0
Centrale,Dévé,3.23,2.88,Hybride,0.0,0,807.0,Ferrugineux,2022,293100.0
Kara,Dévé,1.89,1.42,Traditionnelle,71.0,1,684.0,Vertisol,2020,123100.0
Maritime,Mango,6.0,3.02,Hybride,82.0,1,1634.0,Ferralitique,2022,323100.0
Centrale,Tohoun,5.16,2.17,Traditionnelle,98.0,0,902.0,Vertisol,2023,199900.0
Maritime,Bassar,2.36,2.9,Améliorée,0.0,0,830.0,Ferralitique,2023,261000.0
Plateaux,Mango,3.44,3.36,Hybride,0.0,0,1357.0,Vertisol,2023,319900.0
Centrale,Akplogan,5.87,2.38,Hybride,0.0,0,1428.0,Hydromorphe,2019,209600.0
Plateaux,Dévé,2.21,3.49,Améliorée,105.0,1,1136.0,Ferralitique,2020,345100.0
Centrale,Tsévié,1.44,2.77,Hybride,0.0,0,823.0,Ferrugineux,2019,245600.0
Savanes,Tohoun,4.0,1.91,OPV,108.0,0,975.0,Ferralitique,2022,192500.0
Kara,Mango,1.12,2.19,Traditionnelle,138.0,0,1008.0,Ferrugineux,2019,239500.0
Savanes,Tsévié,1.73,1.5,Traditionnelle,114.0,0,1072.0,Vertisol,2022,129600.0
Plateaux,Tohoun,5.52,1.9,Traditionnelle,130.0,0,1372.0,Hydromorphe,2022,177900.0
Kara,Tsévié,3.72,2.23,OPV,0.0,0,991.0,Ferralitique,2021,224300.0
Centrale,Dévé,1.79,2.39,Traditionnelle,146.0,0,710.0,Ferrugineux,2023,214400.0
Kara,Mango,1.1,2.87,Améliorée,58.0,0,854.0,Vertisol,2022,288400.0
Maritime,Mango,1.6,2.9,Hybride,105.0,0,1038.0,Hydromorphe,2021,294500.0
Kara,Tohoun,1.34,2.65,OPV,131.0,1,1272.0,Hydromorphe,2023,285800.0
Maritime,Tsévié,0.98,2.64,Traditionnelle,141.0,0,1303.0,Hydromorphe,2022,231700.0
Kara,Dévé,3.9,3.44,Améliorée,0.0,0,1116.0,Vertisol,2022,287700.0
Maritime,Akplogan,1.23,3.37,Hybride,0.0,0,1196.0,Vertisol,2019,307300.0
Plateaux,Mango,2.01,3.1,Hybride,0.0,0,1062.0,Vertisol,2019,258700.0
Savanes,Akplogan,1.72,2.1,OPV,0.0,0,882.0,Hydromorphe,2023,214200.0
Centrale,Dévé,10.55,1.75,OPV,0.0,1,748.0,Ferralitique,2022,142100.0
Kara,Mango,1.74,2.84,OPV,152.0,0,1035.0,Ferrugineux,2020,349000.0
Savanes,Mango,0.71,1.54,Améliorée,83.0,0,1018.0,Vertisol,2019,170200.0
Centrale,Tsévié,0.74,2.66,Améliorée,132.0,0,1075.0,Ferralitique,2023,252800.0
Centrale,Akplogan,2.73,1.88,OPV,117.0,0,898.0,Ferrugineux,2022,198000.0
Maritime,Tsévié,2.79,1.89,Traditionnelle,145.0,0,1340.0,Hydromorphe,2022,142700.0
Plateaux,Bassar,1.86,3.06,Hybride,0.0,1,1763.0,Ferralitique,2020,382900.0
Plateaux,Akplogan,1.91,3.6,Hybride,,0,1179.0,Hydromorphe,2023,316300.0
Savanes,Akplogan,0.64,2.01,Améliorée,174.0,0,976.0,Ferrugineux,2022,188200.0
Plateaux,Bassar,2.32,2.99,Hybride,0.0,0,1052.0,Vertisol,2019,217100.0
Kara,Dévé,2.26,2.25,Traditionnelle,0.0,0,803.0,Hydromorphe,2020,226400.0
Plateaux,Dévé,0.9,3.45,Hybride,0.0,0,1292.0,Ferralitique,2023,281800.0
Savanes,Mango,0.77,2.05,Améliorée,0.0,0,633.0,Vertisol,2020,197300.0
Plateaux,Tohoun,0.83,3.2,Améliorée,92.0,0,996.0,Ferralitique,2019,283100.0
Kara,Tsévié,0.77,2.13,Traditionnelle,95.0,0,696.0,Ferrugineux,2023,174500.0
Maritime,Tohoun,2.85,1.67,Traditionnelle,180.0,0,1492.0,Ferrugineux,2020,142900.0
Savanes,Mango,1.05,2.24,Hybride,102.0,1,767.0,Vertisol,2021,219000.0
Maritime,Tohoun,1.22,3.05,Hybride,0.0,0,1392.0,Ferralitique,2019,243200.0
Maritime,Akplogan,0.98,2.49,Améliorée,0.0,0,1153.0,Ferralitique,2019,214000.0
Maritime,Akplogan,8.42,1.64,Traditionnelle,0.0,0,1350.0,Ferralitique,2019,168900.0
Centrale,Bassar,5.32,1.91,Traditionnelle,0.0,0,760.0,Ferralitique,2021,240500.0
Centrale,Bassar,1.16,1.43,Traditionnelle,119.0,0,949.0,Ferrugineux,2021,144000.0
Maritime,Mango,1.49,3.31,Hybride,124.0,0,1264.0,Ferralitique,2022,278000.0
Savanes,Mango,1.09,1.59,Traditionnelle,166.0,1,1114.0,Ferrugineux,2020,144300.0
Kara,Mango,2.19,2.86,Améliorée,0.0,0,753.0,Ferralitique,2022,272500.0
Kara,Akplogan,0.55,2.44,Améliorée,92.0,0,1097.0,Ferralitique,2020,221700.0
Plateaux,Tohoun,3.28,3.2,Hybride,152.0,0,1259.0,Hydromorphe,2021,338600.0
Savanes,Tsévié,2.35,2.01,OPV,150.0,0,660.0,Hydromorphe,2021,196000.0
Centrale,Mango,6.22,3.13,Hybride,162.0,0,1030.0,Ferralitique,2022,331300.0
Maritime,Mango,0.95,2.4,OPV,139.0,0,1314.0,Ferrugineux,2023,219000.0
Plateaux,Akplogan,4.58,2.55,Traditionnelle,42.0,0,1059.0,Ferralitique,2022,283100.0
Kara,Tsévié,4.43,2.37,Hybride,113.0,0,684.0,Hydromorphe,2020,220100.0
Centrale,Akplogan,0.84,2.31,Améliorée,0.0,0,,Ferralitique,2022,192400.0
Centrale,Tsévié,1.77,1.59,Traditionnelle,111.0,0,826.0,Hydromorphe,2019,192700.0
Maritime,Akplogan,0.97,2.28,Améliorée,0.0,0,1223.0,Ferralitique,2020,166600.0
Kara,Tohoun,1.23,1.71,Traditionnelle,,0,635.0,Vertisol,2020,147600.0
Savanes,Mango,1.26,2.32,Hybride,165.0,0,,Ferralitique,2023,202900.0
Centrale,Dévé,2.53,2.2,OPV,133.0,0,760.0,Ferrugineux,2021,275200.0
Maritime,Dévé,1.83,1.83,Traditionnelle,0.0,0,1139.0,Hydromorphe,2020,214000.0
Savanes,Mango,7.88,1.18,OPV,19.0,0,785.0,Vertisol,2021,132900.0
Kara,Mango,0.84,1.55,Traditionnelle,0.0,0,1019.0,Hydromorphe,2022,141000.0
Centrale,Mango,9.59,1.98,Améliorée,111.0,0,1085.0,Hydromorphe,2019,245500.0
Savanes,Mango,1.16,2.41,Améliorée,80.0,1,1008.0,Ferrugineux,2023,239100.0
Savanes,Tsévié,4.21,0.72,Traditionnelle,51.0,0,1191.0,Ferralitique,2021,76400.0
Savanes,Tohoun,1.53,1.61,OPV,90.0,0,975.0,Ferrugineux,2020,156800.0
Centrale,Dévé,0.89,2.48,Hybride,0.0,0,681.0,Ferralitique,2021,234300.0
Centrale,Bassar,5.38,2.94,Hybride,146.0,0,1145.0,Vertisol,2020,270100.0
Plateaux,Dévé,1.42,3.0,Améliorée,0.0,0,1428.0,Ferrugineux,2021,277700.0
Kara,Dévé,3.19,3.11,Hybride,184.0,0,1064.0,Ferrugineux,2020,317900.0
Maritime,Akplogan,2.59,2.84,Améliorée,78.0,0,980.0,Hydromorphe,2022,282000.0
Savanes,Mango,2.1,1.57,Hybride,155.0,1,982.0,Ferrugineux,2020,148200.0
Plateaux,Mango,2.21,2.44,Traditionnelle,,0,1177.0,Ferralitique,2020,275500.0
Maritime,Mango,3.79,2.49,Améliorée,0.0,0,1244.0,Ferrugineux,2019,148200.0
Plateaux,Akplogan,0.73,3.13,Améliorée,0.0,0,1447.0,Ferrugineux,2020,316400.0
Centrale,Tohoun,3.26,2.78,Traditionnelle,162.0,1,870.0,Vertisol,2019,287800.0
Savanes,Tohoun,6.15,1.64,Améliorée,131.0,1,914.0,Ferralitique,2023,178700.0
Maritime,Bassar,0.65,3.22,Hybride,0.0,0,,Hydromorphe,2019,303100.0
Maritime,Tohoun,0.88,3.02,Hybride,,0,1174.0,Ferralitique,2022,294300.0
Maritime,Tohoun,3.65,2.52,Améliorée,110.0,0,1214.0,Vertisol,2019,268800.0
Maritime,Mango,1.94,3.23,Hybride,0.0,0,900.0,Ferralitique,2023,364200.0
Maritime,Tsévié,1.79,2.36,OPV,72.0,0,1044.0,Ferralitique,2022,215400.0
Plateaux,Dévé,0.87,2.95,Améliorée,118.0,0,1470.0,Ferrugineux,2021,289500.0
Savanes,Tohoun,2.27,1.64,Traditionnelle,135.0,1,1000.0,Ferrugineux,2021,188700.0
Centrale,Tohoun,0.84,1.46,OPV,0.0,0,854.0,Ferralitique,2019,101800.0
Centrale,Akplogan,2.12,2.39,Améliorée,0.0,1,1095.0,Ferralitique,2019,206800.0
Centrale,Bassar,4.11,1.8,Traditionnelle,0.0,0,877.0,Hydromorphe,2023,202100.0
Centrale,Tsévié,1.25,2.54,Hybride,0.0,0,,Vertisol,2023,274700.0
Plateaux,Akplogan,2.14,2.07,Traditionnelle,0.0,0,1160.0,Ferrugineux,2020,209600.0
Kara,Mango,12.58,3.11,OPV,131.0,0,724.0,Ferrugineux,2023,279000.0
Savanes,Dévé,3.4,2.04,Hybride,136.0,0,851.0,Ferrugineux,2020,172600.0
Maritime,Bassar,5.1,2.9,Améliorée,46.0,0,1045.0,Ferrugineux,2022,255100.0
Kara,Akplogan,1.84,2.63,Hybride,0.0,0,755.0,Ferralitique,2019,298800.0
Centrale,Tohoun,4.15,2.71,Améliorée,60.0,0,934.0,Ferralitique,2022,237100.0
Kara,Tohoun,0.6,3.28,Améliorée,171.0,0,782.0,Hydromorphe,2023,315900.0
Savanes,Bassar,0.83,2.16,Traditionnelle,117.0,0,853.0,Ferrugineux,2022,186100.0
Maritime,Tohoun,1.07,2.02,Traditionnelle,112.0,0,1151.0,Ferrugineux,2022,212000.0
Maritime,Akplogan,1.79,2.27,Traditionnelle,155.0,0,822.0,Ferralitique,2022,201000.0
Savanes,Akplogan,5.17,2.05,OPV,136.0,0,865.0,Hydromorphe,2023,191900.0
Savanes,Tohoun,1.56,2.32,OPV,0.0,0,997.0,Ferralitique,2022,173600.0
Centrale,Tohoun,3.16,1.46,Traditionnelle,117.0,1,940.0,Ferrugineux,2020,110800.0
Maritime,Mango,3.59,2.82,OPV,0.0,1,1173.0,Ferrugineux,2023,267700.0
Kara,Dévé,2.71,3.22,Hybride,0.0,0,1095.0,Vertisol,2022,254600.0
Plateaux,Bassar,1.6,3.76,Hybride,0.0,1,1242.0,Vertisol,2023,452300.0
Plateaux,Akplogan,2.65,2.8,OPV,0.0,1,1262.0,Vertisol,2021,196700.0
Savanes,Bassar,1.55,1.84,OPV,0.0,1,898.0,Hydromorphe,2020,157100.0
Centrale,Mango,0.72,2.73,Hybride,0.0,0,807.0,Ferralitique,2022,259400.0
Plateaux,Akplogan,12.84,3.18,Améliorée,0.0,0,1560.0,Ferrugineux,2021,288400.0
Maritime,Mango,0.84,3.44,Hybride,115.0,0,1053.0,Ferrugineux,2021,281500.0
Savanes,Mango,0.69,2.82,Hybride,0.0,0,586.0,Hydromorphe,2023,235100.0
Kara,Tsévié,5.77,2.77,OPV,136.0,0,803.0,Ferrugineux,2021,230100.0
Savanes,Tohoun,1.4,2.07,Hybride,0.0,0,854.0,Ferrugineux,2020,189400.0
Kara,Tsévié,3.13,2.13,OPV,,0,946.0,Ferralitique,2020,251900.0
Savanes,Bassar,1.5,1.97,OPV,105.0,0,1115.0,Vertisol,2019,188700.0
Savanes,Bassar,1.74,1.73,Traditionnelle,84.0,0,761.0,Vertisol,2020,189200.0
Savanes,Tohoun,1.26,2.75,Hybride,142.0,0,810.0,Hydromorphe,2021,278200.0
Kara,Tsévié,1.55,2.51,Améliorée,0.0,1,808.0,Vertisol,2020,272200.0
Kara,Bassar,1.82,2.21,Traditionnelle,148.0,0,756.0,Vertisol,2023,135800.0
Savanes,Tsévié,3.69,1.19,OPV,156.0,0,838.0,Hydromorphe,2019,108500.0
Plateaux,Tohoun,2.29,2.65,OPV,,0,1201.0,Hydromorphe,2021,293800.0
Centrale,Akplogan,7.69,2.46,Améliorée,56.0,0,710.0,Vertisol,2019,216700.0
Centrale,Mango,0.61,1.97,OPV,0.0,0,977.0,Ferralitique,2021,229100.0
Centrale,Mango,2.25,3.07,Hybride,202.0,1,594.0,Hydromorphe,2023,346600.0
Kara,Tsévié,2.69,1.84,Traditionnelle,0.0,0,799.0,Ferrugineux,2019,164700.0
Kara,Bassar,6.82,2.72,OPV,106.0,0,841.0,Hydromorphe,2022,241900.0
Plateaux,Tsévié,0.63,2.43,OPV,0.0,0,674.0,Ferrugineux,2021,201100.0
Centrale,Tsévié,2.63,2.51,Améliorée,77.0,0,851.0,Hydromorphe,2022,219400.0
Centrale,Dévé,5.3,1.5,Hybride,0.0,0,504.0,Hydromorphe,2019,120500.0
Savanes,Mango,1.19,1.88,OPV,0.0,0,540.0,Vertisol,2022,187900.0
Kara,Tohoun,5.72,2.46,Améliorée,184.0,0,906.0,Vertisol,2022,190800.0
Centrale,Tsévié,0.55,2.28,OPV,114.0,0,1010.0,Vertisol,2019,233300.0
Plateaux,Dévé,3.8,3.64,Améliorée,132.0,0,1426.0,Ferralitique,2023,372700.0
Plateaux,Dévé,7.26,3.4,Améliorée,0.0,0,1217.0,Vertisol,2022,255200.0
Centrale,Mango,3.18,3.22,Hybride,0.0,1,1109.0,Vertisol,2022,365400.0
Kara,Mango,1.95,2.45,OPV,201.0,0,803.0,Hydromorphe,2023,248000.0
Plateaux,Mango,0.61,4.15,Hybride,199.0,1,1157.0,Hydromorphe,2022,431200.0
Savanes,Tohoun,6.82,2.45,Améliorée,114.0,0,606.0,Ferralitique,2022,210700.0
Plateaux,Dévé,2.09,2.34,Traditionnelle,96.0,0,1105.0,Ferrugineux,2022,240200.0
Maritime,Bassar,0.57,2.61,OPV,147.0,0,1070.0,Hydromorphe,2020,283100.0
Maritime,Tohoun,3.43,1.83,Traditionnelle,106.0,0,1217.0,Hydromorphe,2023,171500.0
Kara,Akplogan,2.14,2.37,OPV,73.0,0,892.0,Ferrugineux,2022,282600.0
Centrale,Tsévié,0.83,2.7,Hybride,171.0,0,921.0,Ferralitique,2023,257700.0
Kara,Mango,1.1,2.98,Hybride,168.0,0,911.0,Hydromorphe,2021,323500.0
Kara,Dévé,0.67,2.82,Hybride,126.0,0,733.0,Vertisol,2021,277600.0
Kara,Tsévié,2.64,3.64,Hybride,69.0,0,866.0,Ferralitique,2022,371800.0
Kara,Tohoun,2.93,3.34,Hybride,0.0,1,,Ferrugineux,2023,250500.0
Savanes,Akplogan,2.26,1.79,Traditionnelle,0.0,0,1145.0,Ferrugineux,2023,177600.0
Savanes,Tohoun,4.75,2.35,Hybride,0.0,0,845.0,Vertisol,2023,202400.0
Plateaux,Tohoun,5.43,2.43,Améliorée,106.0,0,1397.0,Vertisol,2020,206200.0
Maritime,Bassar,2.89,2.75,Améliorée,,0,1058.0,Vertisol,2021,319300.0
Kara,Tsévié,0.53,1.71,Traditionnelle,0.0,0,676.0,Ferralitique,2023,157700.0
Plateaux,Bassar,3.47,3.0,OPV,175.0,0,1168.0,Ferrugineux,2023,249200.0
Maritime,Tohoun,1.85,2.14,Améliorée,80.0,0,1103.0,Vertisol,2020,194200.0
Centrale,Akplogan,2.58,2.61,OPV,106.0,0,888.0,Vertisol,2020,207400.0
Savanes,Dévé,3.12,1.95,Traditionnelle,150.0,0,978.0,Ferrugineux,2023,219200.0
Maritime,Dévé,1.58,2.19,OPV,137.0,1,1298.0,Hydromorphe,2019,189900.0
Centrale,Tsévié,6.73,2.68,OPV,181.0,0,1363.0,Ferralitique,2023,271900.0
Maritime,Mango,0.86,2.34,OPV,136.0,0,1261.0,Hydromorphe,2023,260200.0
Savanes,Mango,3.28,1.93,OPV,193.0,0,1010.0,Vertisol,2020,171500.0
Savanes,Dévé,0.51,1.53,Traditionnelle,0.0,1,800.0,Ferralitique,2020,155100.0
Plateaux,Tohoun,6.96,3.48,Améliorée,162.0,0,1256.0,Hydromorphe,2023,287700.0
Kara,Tohoun,0.8,3.8,Hybride,0.0,0,788.0,Ferrugineux,2023,472700.0
Maritime,Bassar,0.75,2.81,OPV,0.0,0,1031.0,Vertisol,2023,298700.0
Maritime,Tsévié,1.51,2.64,Améliorée,156.0,1,1083.0,Ferralitique,2020,244500.0
Centrale,Bassar,1.67,2.1,Améliorée,0.0,0,1052.0,Ferralitique,2023,179600.0
Savanes,Mango,1.1,1.39,Traditionnelle,149.0,1,904.0,Ferralitique,2023,130300.0
Maritime,Dévé,2.7,2.76,Améliorée,116.0,0,1670.0,Ferralitique,2022,250700.0
Savanes,Tohoun,1.96,1.43,Traditionnelle,175.0,0,628.0,Vertisol,2019,169100.0
Maritime,Dévé,0.59,2.04,OPV,32.0,0,1117.0,Vertisol,2021,163600.0
Plateaux,Akplogan,1.46,3.24,OPV,63.0,0,1187.0,Ferrugineux,2019,313400.0
Kara,Dévé,4.66,3.73,Hybride,0.0,1,774.0,Ferrugineux,2022,353800.0
Maritime,Akplogan,3.43,3.15,Hybride,120.0,1,1253.0,Ferrugineux,2021,294900.0
Savanes,Bassar,3.73,2.54,Hybride,144.0,0,919.0,Hydromorphe,2023,238100.0
Plateaux,Bassar,3.49,3.2,Améliorée,122.0,1,715.0,Ferrugineux,2022,299200.0
Maritime,Mango,1.43,2.31,OPV,142.0,1,723.0,Vertisol,2023,243300.0
Centrale,Dévé,0.76,1.7,Traditionnelle,0.0,0,1045.0,Hydromorphe,2020,174300.0
Kara,Dévé,1.3,3.35,Hybride,0.0,0,943.0,Vertisol,2022,335600.0
Maritime,Akplogan,4.96,1.52,Traditionnelle,0.0,0,,Hydromorphe,2020,88900.0
Plateaux,Bassar,10.34,2.52,Traditionnelle,0.0,0,598.0,Ferrugineux,2022,248000.0
Centrale,Akplogan,2.2,2.71,Hybride,200.0,0,956.0,Ferrugineux,2022,203900.0
Plateaux,Bassar,0.52,2.07,OPV,129.0,0,1249.0,Ferrugineux,2020,213100.0
Plateaux,Akplogan,0.88,3.21,Hybride,0.0,0,982.0,Hydromorphe,2021,361400.0
Centrale,Bassar,1.47,1.48,Traditionnelle,59.0,1,996.0,Vertisol,2019,123800.0
Plateaux,Akplogan,2.66,4.35,Hybride,98.0,1,1006.0,Ferralitique,2023,399200.0
Centrale,Bassar,0.7,2.01,Traditionnelle,0.0,0,747.0,Vertisol,2022,176200.0
Maritime,Tsévié,7.68,1.76,Traditionnelle,0.0,0,1075.0,Ferrugineux,2023,193200.0
Centrale,Akplogan,1.64,2.67,Hybride,,0,624.0,Hydromorphe,2020,256300.0
Centrale,Dévé,6.59,2.13,Améliorée,151.0,0,1107.0,Hydromorphe,2023,246300.0
Kara,Mango,4.29,3.32,Hybride,,0,863.0,Ferrugineux,2020,331600.0
Centrale,Tsévié,4.02,2.45,Améliorée,0.0,0,1101.0,Hydromorphe,2023,239900.0
Centrale,Tsévié,2.83,1.57,Traditionnelle,129.0,0,805.0,Ferrugineux,2019,150600.0
Maritime,Akplogan,2.96,2.2,Traditionnelle,0.0,0,1092.0,Vertisol,2019,230400.0
Kara,Mango,3.04,2.18,Améliorée,0.0,0,762.0,Hydromorphe,2019,161600.0
Savanes,Dévé,2.98,0.98,Traditionnelle,51.0,0,1058.0,Ferralitique,2019,94200.0
Maritime,Tsévié,2.52,2.25,Améliorée,0.0,1,1209.0,Hydromorphe,2019,212300.0
Maritime,Dévé,11.25,2.74,Améliorée,0.0,1,,Ferrugineux,2019,284300.0
Savanes,Bassar,3.79,1.01,Traditionnelle,0.0,0,831.0,Ferralitique,2020,94100.0
Centrale,Mango,4.25,1.36,OPV,0.0,0,544.0,Ferrugineux,2022,112100.0
Plateaux,Tohoun,5.65,3.27,Améliorée,146.0,0,1265.0,Hydromorphe,2023,310600.0
Kara,Bassar,1.11,3.02,Hybride,129.0,0,688.0,Ferralitique,2019,247300.0
Plateaux,Mango,0.72,3.67,Hybride,0.0,0,722.0,Ferralitique,2020,263700.0
Savanes,Akplogan,2.15,1.33,Traditionnelle,,0,686.0,Hydromorphe,2020,138100.0
Maritime,Akplogan,2.3,2.14,OPV,0.0,1,1199.0,Ferralitique,2020,218600.0
Maritime,Dévé,4.92,2.42,Traditionnelle,101.0,0,1436.0,Vertisol,2022,243100.0
Kara,Tsévié,1.97,2.18,OPV,0.0,0,868.0,Ferralitique,2023,240600.0
Maritime,Tohoun,2.61,2.68,Améliorée,142.0,0,1304.0,Ferralitique,2022,233000.0
Maritime,Akplogan,2.37,2.73,Améliorée,0.0,0,1574.0,Vertisol,2021,212500.0
Kara,Mango,0.6,2.83,Améliorée,0.0,0,896.0,Ferrugineux,2020,266300.0
Kara,Tsévié,2.89,2.67,Améliorée,98.0,0,761.0,Ferrugineux,2021,242400.0
Savanes,Tsévié,4.9,2.11,Hybride,115.0,0,581.0,Vertisol,2019,179200.0
Maritime,Mango,0.93,1.95,Hybride,0.0,0,886.0,Ferralitique,2019,183700.0
Maritime,Tsévié,2.76,1.87,Traditionnelle,162.0,0,1471.0,Hydromorphe,2022,164100.0
Savanes,Akplogan,2.75,2.15,OPV,157.0,0,919.0,Vertisol,2023,157000.0
Centrale,Mango,0.95,2.08,Améliorée,117.0,0,838.0,Hydromorphe,2021,186700.0
Centrale,Mango,0.83,2.61,Améliorée,69.0,1,,Ferrugineux,2023,212300.0
Centrale,Dévé,10.29,2.34,OPV,80.0,0,790.0,Vertisol,2022,229000.0
Savanes,Tohoun,1.75,1.58,OPV,130.0,0,890.0,Hydromorphe,2019,137400.0
Maritime,Dévé,1.15,2.21,Traditionnelle,0.0,0,1131.0,Ferralitique,2023,239600.0
Savanes,Tohoun,0.97,1.73,OPV,76.0,1,962.0,Vertisol,2023,197300.0
Savanes,Mango,3.25,1.83,Améliorée,121.0,0,889.0,Hydromorphe,2019,188600.0
Centrale,Tsévié,2.85,2.56,Améliorée,0.0,0,792.0,Vertisol,2021,195500.0
Plateaux,Tohoun,3.08,2.88,Améliorée,,0,1378.0,Vertisol,2019,325900.0
Maritime,Mango,0.73,2.74,Améliorée,0.0,0,1082.0,Ferrugineux,2023,312100.0
Centrale,Mango,6.1,2.44,Améliorée,104.0,0,803.0,Ferrugineux,2021,232700.0
Plateaux,Dévé,1.73,2.52,Traditionnelle,170.0,1,1205.0,Ferralitique,2021,279900.0
Plateaux,Dévé,1.44,2.22,Améliorée,98.0,1,891.0,Ferrugineux,2019,196200.0
Kara,Tsévié,2.05,2.63,Traditionnelle,0.0,0,657.0,Ferrugineux,2023,190800.0
Maritime,Bassar,1.74,2.69,Améliorée,101.0,0,1639.0,Ferrugineux,2022,231300.0
Plateaux,Akplogan,5.48,3.91,Hybride,116.0,0,1299.0,Hydromorphe,2023,452300.0
Centrale,Bassar,7.12,2.88,Hybride,0.0,0,647.0,Vertisol,2020,222000.0
Kara,Bassar,1.4,2.87,Hybride,111.0,1,820.0,Ferrugineux,2022,272300.0
Maritime,Tsévié,5.49,2.76,Hybride,133.0,0,1242.0,Hydromorphe,2021,263100.0
Savanes,Tohoun,4.3,1.52,Traditionnelle,113.0,0,1207.0,Vertisol,2022,135300.0
Centrale,Tsévié,7.18,1.52,Traditionnelle,117.0,0,701.0,Ferrugineux,2021,136700.0
Plateaux,Tsévié,1.21,3.29,OPV,,1,1247.0,Ferrugineux,2021,315600.0
Plateaux,Mango,2.65,3.0,Améliorée,0.0,0,1407.0,Vertisol,2022,265000.0
Centrale,Mango,1.3,2.47,Hybride,116.0,0,787.0,Hydromorphe,2021,192800.0
Plateaux,Mango,4.84,2.37,Traditionnelle,0.0,0,,Hydromorphe,2021,231400.0
Kara,Akplogan,0.51,2.33,Améliorée,0.0,0,713.0,Ferralitique,2020,251600.0
Maritime,Tohoun,2.58,2.8,Améliorée,0.0,1,1022.0,Vertisol,2023,294900.0
Kara,Tohoun,1.54,2.38,Traditionnelle,,0,893.0,Ferralitique,2023,202600.0
Plateaux,Mango,1.47,3.21,Hybride,133.0,0,1143.0,Hydromorphe,2020,256600.0
Savanes,Bassar,3.09,1.9,OPV,0.0,0,1096.0,Ferrugineux,2022,174400.0
Maritime,Akplogan,5.27,2.27,Améliorée,0.0,0,,Ferralitique,2019,258500.0
Maritime,Bassar,2.85,1.71,OPV,181.0,0,1188.0,Hydromorphe,2019,175300.0
Centrale,Dévé,5.3,2.5,Hybride,176.0,0,896.0,Hydromorphe,2019,258300.0
Centrale,Tohoun,1.27,3.05,Hybride,20.0,0,953.0,Ferrugineux,2020,321900.0
Savanes,Tohoun,2.33,1.77,OPV,101.0,0,,Vertisol,2020,177000.0
Maritime,Bassar,2.0,3.04,Hybride,,0,976.0,Hydromorphe,2021,293000.0
Savanes,Akplogan,0.53,2.1,Améliorée,0.0,1,922.0,Ferralitique,2019,216000.0
Centrale,Tohoun,2.53,1.83,OPV,100.0,0,1173.0,Ferrugineux,2022,161600.0
Centrale,Bassar,3.21,3.27,Hybride,0.0,0,969.0,Vertisol,2022,255200.0
Maritime,Tsévié,2.74,2.22,OPV,75.0,1,928.0,Vertisol,2019,230200.0
Kara,Tsévié,3.83,3.05,Améliorée,0.0,0,810.0,Vertisol,2019,335600.0
Plateaux,Akplogan,2.62,2.93,Hybride,162.0,0,796.0,Hydromorphe,2019,239000.0
Centrale,Bassar,0.67,2.81,Améliorée,46.0,0,1195.0,Vertisol,2020,295000.0
Centrale,Tsévié,0.81,2.75,Hybride,129.0,0,867.0,Hydromorphe,2020,317000.0
Kara,Akplogan,2.77,2.16,Traditionnelle,0.0,0,896.0,Ferrugineux,2020,205200.0
Kara,Mango,1.3,3.49,Hybride,61.0,0,813.0,Ferrugineux,2023,297300.0
Savanes,Akplogan,0.71,1.86,OPV,0.0,1,1098.0,Vertisol,2022,179200.0
Savanes,Dévé,1.9,2.78,Hybride,0.0,0,1253.0,Ferrugineux,2022,245300.0
Plateaux,Mango,2.52,3.16,Améliorée,0.0,0,898.0,Ferralitique,2021,276900.0
